sample,host_request_ns,host_response_ns,phase,phase_time_s,target_rate_rad_s,rpc_ms,server_spi_ms,server_total_ms,cache_age_ms,board_a_seq,board_b_seq,m12_target_rad,m12_q_rad,m12_dq_rad_s,m12_torque_nm,m12_age_ms,m12_mode,m12_fault,m12_temperature_c,m13_target_rad,m13_q_rad,m13_dq_rad_s,m13_torque_nm,m13_age_ms,m13_mode,m13_fault,m13_temperature_c,m21_target_rad,m21_q_rad,m21_dq_rad_s,m21_torque_nm,m21_age_ms,m21_mode,m21_fault,m21_temperature_c,m22_target_rad,m22_q_rad,m22_dq_rad_s,m22_torque_nm,m22_age_ms,m22_mode,m22_fault,m22_temperature_c,m23_target_rad,m23_q_rad,m23_dq_rad_s,m23_torque_nm,m23_age_ms,m23_mode,m23_fault,m23_temperature_c,m31_target_rad,m31_q_rad,m31_dq_rad_s,m31_torque_nm,m31_age_ms,m31_mode,m31_fault,m31_temperature_c,m32_target_rad,m32_q_rad,m32_dq_rad_s,m32_torque_nm,m32_age_ms,m32_mode,m32_fault,m32_temperature_c,m33_target_rad,m33_q_rad,m33_dq_rad_s,m33_torque_nm,m33_age_ms,m33_mode,m33_fault,m33_temperature_c,m42_target_rad,m42_q_rad,m42_dq_rad_s,m42_torque_nm,m42_age_ms,m42_mode,m42_fault,m42_temperature_c,m43_target_rad,m43_q_rad,m43_dq_rad_s,m43_torque_nm,m43_age_ms,m43_mode,m43_fault,m43_temperature_c
771,18398105374255,18398112474948,triangle_0.02,14.44009202700181,-0.02,7.100693,1.9767810008488595,2.449920000799466,0.06699562072753906,63391,63161,0.01219815945996382,0.016,-0.2,-0.24,6,2,0,29.9,0.010198159459963822,0.012,0.05,-0.18,2,2,0,29.3,-0.7938018405400362,-0.791,0.04,-0.15,15,2,0,30.6,-0.8038018405400361,-0.802,-0.02,-0.17,5,2,0,29.3,0.007198159459963821,0.011,-0.09,-0.32,13,2,0,29.9,0.009198159459963821,0.013,-0.09,-0.3,1,2,0,29.9,0.013198159459963821,0.016,0.02,-0.07,2,2,0,29.9,-0.8098018405400361,-0.811,0.03,0.47,4,2,0,29.9,0.011198159459963821,0.013,-0.04,0.03,4,2,0,29.3,-0.7988018405400362,-0.795,0.0,-0.11,11,2,0,29.9
772,18398125357404,18398131847674,triangle_0.02,14.460082153000258,-0.02,6.49027,1.4703939996252302,1.9224429997848347,0.06508827209472656,63392,63162,0.01179835693999488,0.016,-0.04,-0.12,11,2,0,29.9,0.009798356939994878,0.012,-0.07,-0.07,7,2,0,29.3,-0.7942016430600052,-0.792,-0.08,-0.08,5,2,0,30.6,-0.8042016430600051,-0.802,0.06,-0.12,10,2,0,29.3,0.006798356939994879,0.01,-0.04,-0.19,3,2,0,29.9,0.008798356939994879,0.012,-0.01,-0.05,7,2,0,29.9,0.012798356939994879,0.016,0.0,-0.19,8,2,0,29.9,-0.8102016430600051,-0.811,0.01,0.33,10,2,0,29.9,0.010798356939994879,0.013,-0.02,-0.12,10,2,0,29.3,-0.7992016430600052,-0.796,0.18,-0.17,2,2,0,29.9
773,18398145355914,18398151810054,triangle_0.02,14.480082453999785,-0.02,6.45414,1.82890399810276,2.280472999700578,0.06461143493652344,63393,63163,0.0113983509200043,0.015,0.07,-0.47,1,2,0,29.9,0.009398350920004302,0.012,0.08,-0.06,12,2,0,29.3,-0.7946016490799958,-0.792,-0.06,-0.11,10,2,0,30.6,-0.8046016490799957,-0.803,-0.04,-0.11,15,2,0,29.3,0.006398350920004301,0.009,0.0,-0.16,8,2,0,29.9,0.0083983509200043,0.011,-0.1,-0.17,11,2,0,29.9,0.0123983509200043,0.016,0.1,-0.2,12,2,0,29.9,-0.8106016490799957,-0.812,-0.1,0.09,14,2,0,29.9,0.0103983509200043,0.013,-0.17,-0.07,14,2,0,29.3,-0.7996016490799958,-0.797,0.0,0.06,6,2,0,29.9
774,18398165354583,18398171930808,triangle_0.02,14.500080292000348,-0.02,6.576225,1.9658679993881378,2.4134390005201567,0.06413459777832031,63394,63164,0.010998394159993072,0.015,-0.02,-0.28,6,2,0,29.9,0.008998394159993074,0.012,-0.13,-0.08,2,2,0,29.3,-0.795001605840007,-0.793,-0.07,-0.19,15,2,0,30.6,-0.8050016058400069,-0.803,-0.01,-0.11,4,2,0,29.3,0.005998394159993073,0.009,0.03,-0.03,13,2,0,29.9,0.007998394159993073,0.009,0.01,-0.12,1,2,0,29.9,0.011998394159993073,0.015,0.02,-0.2,2,2,0,29.9,-0.8110016058400069,-0.811,0.01,0.02,4,2,0,29.9,0.009998394159993073,0.013,0.05,-0.1,4,2,0,29.3,-0.800001605840007,-0.797,-0.05,-0.18,11,2,0,29.9
775,18398185355013,18398191841187,triangle_0.02,14.520081938000658,-0.02,6.486174,1.4162480001687072,1.9007459995918907,0.06628036499023438,63395,63165,0.010598361239986878,0.015,-0.01,-0.29,11,2,0,29.9,0.00859836123998688,0.011,-0.02,-0.17,7,2,0,29.3,-0.7954016387600131,-0.794,-0.08,-0.26,5,2,0,30.6,-0.805401638760013,-0.803,-0.18,0.06,9,2,0,29.3,0.005598361239986879,0.008,-0.01,-0.15,3,2,0,29.9,0.007598361239986879,0.009,-0.05,0.09,6,2,0,29.9,0.011598361239986879,0.015,-0.13,-0.27,7,2,0,29.9,-0.811401638760013,-0.812,-0.03,-0.04,9,2,0,29.9,0.009598361239986879,0.012,0.14,-0.08,9,2,0,29.3,-0.8004016387600131,-0.798,-0.2,-0.13,1,2,0,29.9
776,18398205380532,18398212060249,triangle_0.02,14.540106273001584,-0.02,6.679717,1.5423969998664688,2.083344999846304,0.06365776062011719,63396,63166,0.010197874539968343,0.014,-0.17,-0.27,1,2,0,29.9,0.008197874539968342,0.011,0.02,-0.13,12,2,0,29.3,-0.7958021254600317,-0.794,-0.14,-0.03,10,2,0,30.6,-0.8058021254600316,-0.804,-0.13,-0.07,14,2,0,29.3,0.0051978745399683425,0.007,-0.03,-0.4,8,2,0,29.9,0.0071978745399683425,0.009,-0.03,0.02,11,2,0,29.9,0.011197874539968343,0.015,0.0,-0.26,12,2,0,29.9,-0.8118021254600316,-0.812,0.05,0.16,14,2,0,29.9,0.009197874539968343,0.012,0.07,-0.01,14,2,0,29.3,-0.8008021254600317,-0.798,-0.15,-0.18,6,2,0,29.9
777,18398225351649,18398232000005,triangle_0.02,14.560079948998464,-0.02,6.648356,2.047919999313308,2.498882000509184,0.06532669067382812,63397,63167,0.009798401020030725,0.014,-0.04,-0.18,6,2,0,29.9,0.007798401020030724,0.011,-0.12,-0.19,2,2,0,29.3,-0.7962015989799693,-0.794,0.02,0.01,14,2,0,30.6,-0.8062015989799692,-0.805,-0.01,-0.06,4,2,0,29.3,0.004798401020030724,0.007,-0.04,-0.31,13,2,0,29.9,0.006798401020030724,0.008,-0.14,-0.05,0,2,0,29.9,0.010798401020030724,0.014,-0.02,-0.24,2,2,0,29.9,-0.8122015989799692,-0.812,0.02,-0.02,4,2,0,29.9,0.008798401020030724,0.012,0.08,-0.04,4,2,0,29.3,-0.8012015989799693,-0.799,-0.12,-0.22,11,2,0,29.9
778,18398245349934,18398251877262,triangle_0.02,14.580076058999111,-0.02,6.527328,1.971277000848204,2.423614998406265,0.06413459777832031,63398,63168,0.009398478820017757,0.014,0.01,-0.07,11,2,0,29.9,0.007398478820017758,0.011,-0.05,-0.09,7,2,0,29.3,-0.7966015211799823,-0.795,0.08,0.01,4,2,0,30.6,-0.8066015211799822,-0.805,-0.03,-0.16,9,2,0,29.3,0.004398478820017758,0.007,-0.03,-0.32,3,2,0,29.9,0.006398478820017758,0.008,-0.06,-0.08,5,2,0,29.9,0.010398478820017758,0.013,-0.13,-0.16,7,2,0,29.9,-0.8126015211799822,-0.812,0.2,-0.15,9,2,0,29.9,0.008398478820017758,0.012,0.04,-0.17,9,2,0,29.3,-0.8016015211799823,-0.8,0.02,-0.07,1,2,0,29.9
779,18398265354172,18398272145830,triangle_0.02,14.600080265001452,-0.02,6.791658,2.1893980010645464,2.638790996570606,0.06556510925292969,63399,63169,0.00899839469997098,0.014,0.04,-0.24,1,2,0,29.9,0.006998394699970979,0.01,0.06,-0.28,12,2,0,29.3,-0.7970016053000291,-0.795,-0.06,-0.08,9,2,0,30.6,-0.807001605300029,-0.805,0.09,-0.17,14,2,0,29.3,0.003998394699970979,0.007,-0.02,-0.08,8,2,0,29.9,0.005998394699970979,0.008,-0.08,0.0,10,2,0,29.9,0.00999839469997098,0.013,-0.08,-0.27,12,2,0,29.9,-0.813001605300029,-0.812,-0.19,-0.02,14,2,0,29.9,0.00799839469997098,0.012,0.11,-0.3,14,2,0,29.3,-0.8020016053000291,-0.8,0.0,-0.04,6,2,0,29.9
780,18398285362378,18398291397014,triangle_0.02,14.620082295001339,-0.02,6.034636,1.3840229985362384,1.8357519984419923,0.06556510925292969,63400,63170,0.008598354099973256,0.013,0.03,-0.31,6,2,0,29.9,0.006598354099973256,0.01,0.16,0.01,2,2,0,29.3,-0.7974016459000268,-0.795,-0.13,-0.25,14,2,0,30.6,-0.8074016459000267,-0.805,-0.12,-0.15,4,2,0,29.3,0.003598354099973256,0.007,-0.08,0.05,13,2,0,29.9,0.005598354099973256,0.007,0.07,0.03,0,2,0,29.9,0.009598354099973255,0.012,-0.03,-0.08,2,2,0,29.9,-0.8134016459000267,-0.812,0.07,0.21,4,2,0,29.9,0.007598354099973256,0.011,0.08,-0.09,4,2,0,29.3,-0.8024016459000268,-0.8,0.0,-0.24,11,2,0,29.9
781,18398305357336,18398311999772,triangle_0.02,14.640082309000718,-0.02,6.642436,1.652320999710355,2.1022260007157456,0.06461143493652344,63401,63171,0.00819835381998563,0.012,0.0,-0.43,11,2,0,29.9,0.006198353819985631,0.01,0.08,-0.15,7,2,0,29.3,-0.7978016461800144,-0.796,0.1,-0.19,4,2,0,30.6,-0.8078016461800143,-0.805,0.0,-0.09,9,2,0,29.3,0.0031983538199856307,0.007,-0.03,-0.04,3,2,0,29.9,0.005198353819985631,0.007,0.05,0.03,4,2,0,29.9,0.009198353819985631,0.012,-0.07,-0.09,6,2,0,29.9,-0.8138016461800143,-0.812,0.05,-0.01,8,2,0,29.9,0.007198353819985631,0.011,-0.11,-0.2,7,2,0,29.3,-0.8028016461800144,-0.801,-0.06,-0.07,0,2,0,29.9
782,18398325357670,18398332931054,triangle_0.02,14.660081713998807,-0.02,7.573384,2.169364997826051,2.6172229991061613,0.064849853515625,63402,63172,0.007798365720023872,0.011,0.0,-0.13,1,2,0,29.9,0.005798365720023872,0.009,-0.04,-0.21,12,2,0,29.3,-0.7982016342799761,-0.796,-0.11,-0.16,9,2,0,30.6,-0.808201634279976,-0.806,-0.16,-0.11,14,2,0,29.3,0.002798365720023872,0.006,0.12,-0.17,8,2,0,29.9,0.004798365720023872,0.007,-0.09,0.01,10,2,0,29.9,0.008798365720023873,0.011,0.06,-0.01,12,2,0,29.9,-0.814201634279976,-0.813,0.0,0.12,14,2,0,29.9,0.006798365720023872,0.011,-0.07,-0.09,13,2,0,29.3,-0.8032016342799762,-0.801,0.09,-0.01,6,2,0,29.9
783,18398345373332,18398352173438,triangle_0.02,14.68009132899897,-0.02,6.800106,2.0492319999902975,2.5155540024570655,0.06699562072753906,63403,63173,0.007398173420020633,0.011,-0.05,-0.28,6,2,0,29.9,0.005398173420020633,0.009,0.05,-0.21,2,2,0,29.3,-0.7986018265799795,-0.796,0.01,-0.14,14,2,0,30.6,-0.8086018265799794,-0.806,-0.02,-0.13,4,2,0,29.3,0.002398173420020633,0.006,-0.1,-0.12,13,2,0,29.9,0.004398173420020633,0.006,0.01,-0.05,1,2,0,29.9,0.008398173420020633,0.011,0.0,-0.09,3,2,0,29.9,-0.8146018265799794,-0.813,0.02,0.19,5,2,0,29.9,0.006398173420020633,0.01,-0.14,-0.34,4,2,0,29.3,-0.8036018265799795,-0.802,-0.05,-0.04,12,2,0,29.9
784,18398365355745,18398372117386,triangle_0.02,14.700081710001541,-0.02,6.761641,2.144884001609171,2.596677000838099,0.06747245788574219,63404,63174,0.006998365799969213,0.01,0.0,-0.09,11,2,0,29.9,0.004998365799969213,0.009,-0.08,-0.3,7,2,0,29.3,-0.7990016342000308,-0.797,0.0,-0.19,4,2,0,30.6,-0.8090016342000307,-0.806,0.05,-0.22,9,2,0,29.3,0.0019983657999692126,0.005,-0.22,-0.16,3,2,0,29.9,0.003998365799969213,0.006,0.13,-0.05,5,2,0,29.9,0.007998365799969213,0.01,-0.01,-0.1,7,2,0,29.9,-0.8150016342000307,-0.813,-0.18,-0.19,9,2,0,29.9,0.005998365799969213,0.01,0.08,-0.02,8,2,0,29.3,-0.8040016342000308,-0.802,-0.08,0.0,1,2,0,29.9
785,18398385352975,18398391875918,triangle_0.02,14.72008146799999,-0.02,6.522943,1.9383469989406876,2.387614000326721,0.06365776062011719,63405,63175,0.006598370640000235,0.01,-0.04,-0.14,1,2,0,29.9,0.004598370640000235,0.009,0.01,-0.23,12,2,0,29.3,-0.7994016293599998,-0.797,0.11,-0.15,9,2,0,30.6,-0.8094016293599997,-0.807,-0.28,-0.11,14,2,0,29.3,0.001598370640000235,0.005,-0.05,0.02,8,2,0,29.9,0.003598370640000235,0.006,-0.04,-0.03,10,2,0,29.9,0.007598370640000235,0.01,0.1,-0.14,12,2,0,29.9,-0.8154016293599997,-0.813,-0.04,0.0,14,2,0,29.9,0.005598370640000235,0.01,-0.11,-0.32,13,2,0,29.3,-0.8044016293599998,-0.802,0.02,-0.13,6,2,0,29.9
786,18398405354653,18398411870204,triangle_0.02,14.74008106600013,-0.02,6.515551,1.3900059966545086,1.9486519995552953,0.06580352783203125,63406,63176,0.006198378679997443,0.01,0.04,-0.32,6,2,0,29.9,0.004198378679997443,0.008,-0.13,-0.34,1,2,0,29.3,-0.7998016213200027,-0.797,0.01,-0.06,14,2,0,30.6,-0.8098016213200026,-0.807,-0.02,-0.34,4,2,0,29.3,0.0011983786799974428,0.005,-0.05,-0.35,13,2,0,29.9,0.003198378679997443,0.006,-0.1,-0.02,0,2,0,29.9,0.007198378679997443,0.009,0.04,-0.06,2,2,0,29.9,-0.8158016213200026,-0.814,0.03,-0.12,4,2,0,29.9,0.005198378679997443,0.01,-0.09,-0.2,3,2,0,29.3,-0.8048016213200027,-0.802,-0.03,-0.22,11,2,0,29.9
787,18398425353419,18398432317723,triangle_0.02,14.760079479001433,-0.02,6.964304,1.933450999786146,2.385244999459246,0.06604194641113281,63407,63177,0.005798410419971366,0.01,-0.01,-0.15,11,2,0,29.9,0.003798410419971366,0.008,-0.09,-0.34,6,2,0,29.3,-0.8002015895800287,-0.798,0.0,-0.09,4,2,0,30.6,-0.8102015895800285,-0.807,0.11,-0.04,9,2,0,29.3,0.0007984104199713661,0.005,0.01,-0.13,3,2,0,29.9,0.002798410419971366,0.005,-0.17,-0.21,5,2,0,29.9,0.006798410419971366,0.009,-0.01,-0.1,7,2,0,29.9,-0.8162015895800285,-0.814,0.09,0.04,9,2,0,29.9,0.004798410419971366,0.01,-0.01,-0.24,8,2,0,29.3,-0.8052015895800286,-0.802,-0.04,-0.34,1,2,0,29.9
788,18398445351832,18398451275872,triangle_0.02,14.780080453001574,-0.02,5.92404,1.354293002805207,1.804229999834206,0.064849853515625,63408,63178,0.005398390939968538,0.009,0.2,-0.04,1,2,0,29.9,0.003398390939968538,0.007,-0.06,-0.14,11,2,0,29.3,-0.8006016090600315,-0.798,0.11,-0.25,9,2,0,30.6,-0.8106016090600314,-0.808,-0.12,-0.14,14,2,0,29.3,0.0003983909399685381,0.005,-0.02,-0.13,8,2,0,29.9,0.002398390939968538,0.005,-0.11,-0.14,10,2,0,29.9,0.006398390939968538,0.008,-0.03,-0.04,12,2,0,29.9,-0.8166016090600314,-0.814,-0.09,-0.11,14,2,0,29.9,0.004398390939968538,0.009,-0.09,-0.23,13,2,0,29.3,-0.8056016090600315,-0.803,-0.13,-0.14,5,2,0,29.9
789,18398465354150,18398472163344,triangle_0.02,14.800080147000699,-0.02,6.809194,2.1909329989284743,2.6427270022395533,0.06461143493652344,63409,63179,0.004998397059986057,0.009,0.05,-0.14,6,2,0,29.9,0.002998397059986057,0.007,-0.04,-0.17,1,2,0,29.3,-0.801001602940014,-0.799,-0.1,-0.12,14,2,0,30.6,-0.8110016029400139,-0.809,-0.03,0.04,4,2,0,29.3,-1.6029400139432742e-06,0.004,-0.18,-0.21,13,2,0,29.9,0.0019983970599860568,0.005,0.05,-0.17,14,2,0,29.9,0.005998397059986057,0.008,0.0,-0.04,1,2,0,29.9,-0.8170016029400139,-0.815,-0.03,-0.08,3,2,0,29.9,0.003998397059986057,0.009,-0.07,-0.33,2,2,0,29.3,-0.806001602940014,-0.803,-0.09,-0.14,9,2,0,29.9
790,18398485354004,18398491952118,triangle_0.02,14.820082145000924,-0.02,6.598114,2.0186390029266477,2.468225000484381,0.06389617919921875,63410,63180,0.004598357099981526,0.009,0.02,-0.49,11,2,0,29.9,0.0025983570999815256,0.006,-0.13,0.01,6,2,0,29.3,-0.8014016429000185,-0.799,0.13,-0.16,4,2,0,30.6,-0.8114016429000184,-0.81,-0.13,-0.01,9,2,0,29.3,-0.0004016429000184745,0.004,-0.03,-0.19,3,2,0,29.9,0.0015983570999815256,0.005,-0.02,-0.2,5,2,0,29.9,0.005598357099981526,0.008,-0.02,-0.25,7,2,0,29.9,-0.8174016429000184,-0.817,-0.16,-0.16,9,2,0,29.9,0.0035983570999815256,0.008,-0.02,-0.13,8,2,0,29.3,-0.8064016429000185,-0.803,-0.11,-0.27,0,2,0,29.9
791,18398505348994,18398511459280,triangle_0.02,14.840077934000874,-0.02,6.110286,1.444473000447033,2.005933998589171,0.06389617919921875,63411,63181,0.004198441319982529,0.009,-0.06,-0.22,1,2,0,29.9,0.0021984413199825294,0.004,0.06,-0.1,11,2,0,29.3,-0.8018015586800176,-0.8,0.01,0.06,9,2,0,30.6,-0.8118015586800175,-0.81,-0.06,-0.01,14,2,0,29.3,-0.0008015586800174707,0.004,-0.11,-0.38,8,2,0,29.9,0.0011984413199825294,0.004,-0.02,-0.31,10,2,0,29.9,0.00519844131998253,0.008,-0.09,-0.14,12,2,0,29.9,-0.8178015586800175,-0.817,-0.15,0.16,14,2,0,29.9,0.0031984413199825294,0.008,0.07,-0.4,13,2,0,29.3,-0.8068015586800176,-0.803,-0.08,-0.3,5,2,0,29.9
792,18398525379024,18398532759665,triangle_0.02,14.860093884999515,-0.02,7.380641,1.5624929983459879,2.083153998682974,0.07653236389160156,63412,63182,0.003798122300009702,0.008,-0.18,-0.17,6,2,0,29.9,0.001798122300009702,0.003,0.13,-0.18,1,2,0,29.3,-0.8022018776999903,-0.8,-0.13,-0.03,14,2,0,30.6,-0.8122018776999902,-0.81,0.03,0.04,4,2,0,29.3,-0.001201877699990298,0.004,0.19,-0.15,13,2,0,29.9,0.000798122300009702,0.004,-0.18,-0.3,14,2,0,29.9,0.004798122300009702,0.007,0.05,0.0,1,2,0,29.9,-0.8182018776999902,-0.819,0.05,0.17,3,2,0,29.9,0.002798122300009702,0.006,-0.04,-0.14,2,2,0,29.3,-0.8072018776999903,-0.803,-0.12,-0.34,9,2,0,29.9
793,18398545360094,18398551563792,triangle_0.02,14.880082409999886,-0.02,6.203698,1.4161189974402077,1.9086180000158492,0.06961822509765625,63413,63183,0.003398351800002307,0.008,-0.09,-0.25,11,2,0,29.9,0.001398351800002307,0.003,0.1,0.01,6,2,0,29.3,-0.8026016481999978,-0.8,0.02,-0.33,4,2,0,30.6,-0.8126016481999977,-0.81,0.02,-0.18,9,2,0,29.3,-0.001601648199997693,0.004,0.05,-0.22,3,2,0,29.9,0.00039835180000230693,0.004,-0.06,-0.08,5,2,0,29.9,0.0043983518000023075,0.007,0.03,-0.11,7,2,0,29.9,-0.8186016481999977,-0.82,-0.08,0.09,9,2,0,29.9,0.002398351800002307,0.006,-0.11,-0.19,8,2,0,29.3,-0.8076016481999978,-0.804,-0.05,-0.13,0,2,0,29.9
794,18398565355435,18398571591167,triangle_0.02,14.900077687998419,-0.02,6.235732,1.4547770006174687,1.9593729994085152,0.06747245788574219,63414,63184,0.0029984462400316635,0.008,-0.1,-0.13,1,2,0,29.9,0.0009984462400316634,0.003,-0.01,-0.05,11,2,0,29.3,-0.8030015537599684,-0.801,0.06,-0.07,9,2,0,30.6,-0.8130015537599683,-0.811,-0.08,-0.07,14,2,0,29.3,-0.0020015537599683366,0.003,0.06,-0.36,8,2,0,29.9,-1.5537599683365828e-06,0.004,0.08,-0.26,10,2,0,29.9,0.003998446240031664,0.007,-0.04,-0.26,11,2,0,29.9,-0.8190015537599683,-0.82,0.05,0.25,14,2,0,29.9,0.0019984462400316635,0.005,-0.11,-0.19,13,2,0,29.3,-0.8080015537599684,-0.804,-0.09,-0.2,5,2,0,29.9
795,18398585367482,18398591817174,triangle_0.02,14.920087173999491,-0.02,6.449692,1.6144950022862758,2.1129140004632063,0.0705718994140625,63415,63185,0.0025982565200101896,0.007,0.1,-0.46,6,2,0,29.9,0.0005982565200101896,0.002,0.07,0.11,1,2,0,29.3,-0.8034017434799898,-0.801,0.03,0.01,14,2,0,30.6,-0.8134017434799897,-0.812,-0.01,-0.04,4,2,0,29.3,-0.0024017434799898105,0.003,0.08,-0.2,13,2,0,29.9,-0.00040174347998981046,0.003,0.02,-0.02,15,2,0,29.9,0.0035982565200101896,0.007,-0.02,-0.07,1,2,0,29.9,-0.8194017434799897,-0.82,0.08,0.15,4,2,0,29.9,0.0015982565200101896,0.004,0.0,-0.11,3,2,0,29.3,-0.8084017434799898,-0.804,-0.01,-0.48,10,2,0,29.9
796,18398605368839,18398612571265,triangle_0.02,14.94008811599997,-0.02,7.202426,2.064465003059013,2.549732002080418,0.06985664367675781,63416,63186,0.0021982376800006092,0.007,-0.09,-0.39,11,2,0,29.9,0.00019823768000060919,0.002,0.02,0.03,6,2,0,29.3,-0.8038017623199994,-0.802,0.0,0.18,4,2,0,30.6,-0.8138017623199993,-0.812,-0.09,-0.18,9,2,0,29.3,-0.002801762319999391,0.003,0.06,-0.15,3,2,0,29.9,-0.0008017623199993908,0.002,-0.2,0.04,5,2,0,29.9,0.0031982376800006092,0.006,0.0,-0.29,6,2,0,29.9,-0.8198017623199993,-0.82,0.14,0.15,9,2,0,29.9,0.0011982376800006092,0.004,-0.08,-0.16,8,2,0,29.3,-0.8088017623199995,-0.804,0.06,-0.09,0,2,0,29.9
797,18398625368277,18398631902037,triangle_0.02,14.960088706000533,-0.02,6.53376,1.683586000581272,2.299258001585258,0.06985664367675781,63417,63187,0.001798225879989364,0.007,0.1,-0.35,1,2,0,29.9,-0.00020177412001063592,0.002,0.02,-0.04,11,2,0,29.3,-0.8042017741200107,-0.802,0.14,0.02,9,2,0,30.6,-0.8142017741200106,-0.812,-0.05,-0.03,14,2,0,29.3,-0.003201774120010636,0.003,0.11,-0.18,8,2,0,29.9,-0.001201774120010636,0.001,-0.11,-0.05,11,2,0,29.9,0.002798225879989364,0.006,-0.08,-0.38,12,2,0,29.9,-0.8202017741200106,-0.821,-0.17,0.06,15,2,0,29.9,0.0007982258799893641,0.004,-0.07,-0.24,14,2,0,29.3,-0.8092017741200107,-0.804,0.03,0.03,6,2,0,29.9
798,18398645367491,18398651534196,triangle_0.02,14.980087279000145,-0.02,6.166705,1.5113230001588818,1.998349998757476,0.07081031799316406,63418,63188,0.0013982544199971012,0.006,0.09,-0.14,6,2,0,29.9,-0.0006017455800028989,0.002,0.11,-0.11,1,2,0,29.3,-0.804601745580003,-0.802,-0.02,-0.22,14,2,0,30.6,-0.8146017455800029,-0.813,-0.07,-0.06,4,2,0,29.3,-0.003601745580002899,0.002,-0.06,-0.11,13,2,0,29.9,-0.001601745580002899,0.001,-0.07,-0.27,15,2,0,29.9,0.002398254419997101,0.006,0.0,-0.13,1,2,0,29.9,-0.8206017455800029,-0.821,-0.13,0.08,4,2,0,29.9,0.0003982544199971011,0.003,0.05,-0.19,3,2,0,29.3,-0.809601745580003,-0.805,-0.02,-0.18,10,2,0,29.9
799,18398665362225,18398672068951,center_after_0.02,2.3050015443004668e-06,0.0,6.706726,1.9980940014647786,2.4840330006554723,0.07081031799316406,63419,63189,0.001,0.006,0.0,-0.48,11,2,0,29.9,-0.001,0.001,-0.08,-0.11,6,2,0,29.3,-0.805,-0.802,-0.05,0.0,4,2,0,30.6,-0.815,-0.813,-0.08,-0.27,9,2,0,29.3,-0.004,0.0,-0.07,-0.05,3,2,0,29.9,-0.002,0.001,-0.06,0.0,5,2,0,29.9,0.002,0.006,0.08,-0.26,6,2,0,29.9,-0.821,-0.821,-0.01,0.09,9,2,0,29.9,0.0,0.003,-0.08,-0.24,8,2,0,29.3,-0.81,-0.805,0.12,-0.26,15,2,0,29.9
800,18398685441250,18398692449108,center_after_0.02,0.020083634000911843,0.0,7.007858,1.8917540000984445,2.4044140009209514,0.07176399230957031,63420,63190,0.001,0.006,0.01,-0.48,1,2,0,29.9,-0.001,0.001,-0.09,-0.23,11,2,0,29.3,-0.805,-0.803,0.03,-0.32,9,2,0,30.6,-0.815,-0.813,-0.02,-0.07,14,2,0,29.3,-0.004,-0.001,-0.1,-0.38,8,2,0,29.9,-0.002,0.001,-0.02,0.0,10,2,0,29.9,0.002,0.005,-0.02,-0.07,11,2,0,29.9,-0.821,-0.821,-0.07,0.18,14,2,0,29.9,0.0,0.003,-0.06,-0.08,13,2,0,29.3,-0.81,-0.806,-0.14,-0.19,5,2,0,29.9
801,18398705440527,18398712178711,center_after_0.02,0.040083583000523504,0.0,6.738184,2.0708970005216543,2.5537640030961484,0.07176399230957031,63421,63191,0.001,0.006,0.04,-0.44,6,2,0,29.9,-0.001,0.0,-0.11,-0.31,1,2,0,29.3,-0.805,-0.803,0.0,-0.13,14,2,0,30.6,-0.815,-0.813,-0.06,-0.18,4,2,0,29.3,-0.004,-0.001,-0.1,-0.1,13,2,0,29.9,-0.002,0.0,-0.07,-0.27,0,2,0,29.9,0.002,0.005,-0.05,-0.29,1,2,0,29.9,-0.821,-0.822,-0.05,-0.09,4,2,0,29.9,0.0,0.002,0.05,-0.08,3,2,0,29.3,-0.81,-0.807,-0.04,-0.25,10,2,0,29.9
802,18398725450590,18398732699993,center_after_0.02,0.060085965000325814,0.0,7.249403,2.057487999991281,2.5841649985522963,0.06961822509765625,63422,63192,0.001,0.005,-0.06,-0.36,11,2,0,29.9,-0.001,0.0,-0.01,-0.27,6,2,0,29.3,-0.805,-0.803,0.11,0.09,4,2,0,30.6,-0.815,-0.813,0.16,0.06,9,2,0,29.3,-0.004,-0.002,-0.06,0.06,3,2,0,29.9,-0.002,0.0,0.17,-0.14,5,2,0,29.9,0.002,0.005,0.05,-0.1,6,2,0,29.9,-0.821,-0.822,0.1,-0.02,9,2,0,29.9,0.0,0.002,-0.02,-0.06,8,2,0,29.3,-0.81,-0.809,-0.03,-0.31,0,2,0,29.9
803,18398745442155,18398752193651,center_after_0.02,0.08008338700165041,0.0,6.751496,2.056945002550492,2.544867998949485,0.07152557373046875,63423,63193,0.001,0.005,-0.21,-0.39,2,2,0,29.9,-0.001,0.0,-0.07,-0.03,12,2,0,29.3,-0.805,-0.803,0.07,-0.13,10,2,0,30.6,-0.815,-0.814,0.03,-0.15,15,2,0,29.3,-0.004,-0.002,0.02,-0.2,9,2,0,29.9,-0.002,0.0,0.16,-0.08,11,2,0,29.9,0.002,0.004,0.07,-0.14,12,2,0,29.9,-0.821,-0.822,-0.14,0.08,15,2,0,29.9,0.0,0.002,0.0,-0.25,14,2,0,29.3,-0.81,-0.809,0.15,0.02,6,2,0,29.9
