sample,host_request_ns,host_response_ns,phase,phase_time_s,target_rate_rad_s,rpc_ms,server_spi_ms,server_total_ms,cache_age_ms,board_a_seq,board_b_seq,m12_target_rad,m12_q_rad,m12_dq_rad_s,m12_torque_nm,m12_age_ms,m12_mode,m12_fault,m12_temperature_c,m13_target_rad,m13_q_rad,m13_dq_rad_s,m13_torque_nm,m13_age_ms,m13_mode,m13_fault,m13_temperature_c,m21_target_rad,m21_q_rad,m21_dq_rad_s,m21_torque_nm,m21_age_ms,m21_mode,m21_fault,m21_temperature_c,m22_target_rad,m22_q_rad,m22_dq_rad_s,m22_torque_nm,m22_age_ms,m22_mode,m22_fault,m22_temperature_c,m23_target_rad,m23_q_rad,m23_dq_rad_s,m23_torque_nm,m23_age_ms,m23_mode,m23_fault,m23_temperature_c,m31_target_rad,m31_q_rad,m31_dq_rad_s,m31_torque_nm,m31_age_ms,m31_mode,m31_fault,m31_temperature_c,m32_target_rad,m32_q_rad,m32_dq_rad_s,m32_torque_nm,m32_age_ms,m32_mode,m32_fault,m32_temperature_c,m33_target_rad,m33_q_rad,m33_dq_rad_s,m33_torque_nm,m33_age_ms,m33_mode,m33_fault,m33_temperature_c,m42_target_rad,m42_q_rad,m42_dq_rad_s,m42_torque_nm,m42_age_ms,m42_mode,m42_fault,m42_temperature_c,m43_target_rad,m43_q_rad,m43_dq_rad_s,m43_torque_nm,m43_age_ms,m43_mode,m43_fault,m43_temperature_c
804,18398765443225,18398772117502,center_after_0.02,0.10008391299925279,0.0,6.674277,1.995181999518536,2.4850890004017856,0.07081031799316406,63424,63194,0.001,0.005,-0.02,-0.28,6,2,0,29.9,-0.001,0.0,0.07,-0.15,1,2,0,29.3,-0.805,-0.804,-0.02,0.15,14,2,0,30.6,-0.815,-0.814,-0.15,0.05,4,2,0,29.3,-0.004,-0.002,-0.09,-0.2,13,2,0,29.9,-0.002,0.0,0.13,-0.06,0,2,0,29.9,0.002,0.004,0.0,0.14,1,2,0,29.9,-0.821,-0.822,0.06,-0.07,4,2,0,29.9,0.0,0.002,0.05,-0.2,3,2,0,29.3,-0.81,-0.809,-0.02,-0.14,10,2,0,29.9
805,18398785442471,18398792586270,center_after_0.02,0.12008507900100085,0.0,7.143799,2.0808810004382394,2.5696689990581945,0.07128715515136719,63425,63195,0.001,0.005,-0.06,-0.34,11,2,0,29.9,-0.001,0.0,-0.06,-0.21,6,2,0,29.3,-0.805,-0.804,-0.07,-0.08,4,2,0,30.6,-0.815,-0.814,0.06,-0.15,9,2,0,29.3,-0.004,-0.002,-0.06,-0.1,3,2,0,29.9,-0.002,0.0,0.12,0.0,5,2,0,29.9,0.002,0.004,-0.12,-0.18,6,2,0,29.9,-0.821,-0.822,-0.05,0.05,9,2,0,29.9,0.0,0.002,-0.06,-0.09,8,2,0,29.3,-0.81,-0.809,0.09,0.04,0,2,0,29.9
806,18398805441589,18398812040887,center_after_0.02,0.14008429300156422,0.0,6.599298,1.8799770004989114,2.3691479982517194,0.06890296936035156,63426,63196,0.001,0.005,0.0,-0.07,1,2,0,29.9,-0.001,0.0,-0.07,0.04,11,2,0,29.3,-0.805,-0.803,-0.08,-0.03,9,2,0,30.6,-0.815,-0.814,0.01,-0.01,14,2,0,29.3,-0.004,-0.002,0.0,-0.07,8,2,0,29.9,-0.002,0.0,-0.02,-0.17,11,2,0,29.9,0.002,0.004,0.01,-0.29,12,2,0,29.9,-0.821,-0.822,0.12,-0.08,15,2,0,29.9,0.0,0.002,-0.06,-0.15,14,2,0,29.3,-0.81,-0.809,0.04,-0.1,6,2,0,29.9
807,18398825440770,18398832901094,center_after_0.02,0.16008350600168342,0.0,7.460324,2.170931998989545,2.6889369983109646,0.06914138793945312,63427,63197,0.001,0.005,-0.01,-0.45,6,2,0,29.9,-0.001,0.0,-0.05,-0.16,1,2,0,29.3,-0.805,-0.804,0.03,0.07,14,2,0,30.6,-0.815,-0.814,0.05,-0.11,4,2,0,29.3,-0.004,-0.002,0.03,0.2,13,2,0,29.9,-0.002,0.0,0.19,-0.2,15,2,0,29.9,0.002,0.004,-0.14,-0.03,1,2,0,29.9,-0.821,-0.822,0.03,0.01,4,2,0,29.9,0.0,0.002,-0.01,-0.14,3,2,0,29.3,-0.81,-0.808,0.18,-0.21,10,2,0,29.9
808,18398845442576,18398852231258,center_after_0.02,0.18008367999937036,0.0,6.788682,2.039758997852914,2.530370999011211,0.07128715515136719,63428,63198,0.001,0.005,-0.12,-0.12,12,2,0,29.9,-0.001,0.0,-0.17,-0.28,7,2,0,29.3,-0.805,-0.804,0.08,0.18,5,2,0,30.6,-0.815,-0.814,-0.01,-0.19,10,2,0,29.3,-0.004,-0.002,0.07,-0.03,3,2,0,29.9,-0.002,-0.001,-0.04,0.16,6,2,0,29.9,0.002,0.004,0.01,-0.17,7,2,0,29.9,-0.821,-0.822,-0.17,-0.09,10,2,0,29.9,0.0,0.002,0.01,-0.19,9,2,0,29.3,-0.81,-0.809,0.01,-0.08,1,2,0,29.9
809,18398865440926,18398871689746,center_after_0.02,0.20008302200221806,0.0,6.24882,1.6095669998321682,2.1119869998074137,0.0782012939453125,63429,63199,0.001,0.005,-0.1,-0.36,1,2,0,29.9,-0.001,0.0,0.0,-0.17,11,2,0,29.3,-0.805,-0.804,0.04,0.03,9,2,0,30.6,-0.815,-0.814,-0.08,-0.16,14,2,0,29.3,-0.004,-0.002,-0.01,-0.21,7,2,0,29.9,-0.002,0.0,-0.03,-0.04,10,2,0,29.9,0.002,0.004,-0.05,-0.13,11,2,0,29.9,-0.821,-0.822,-0.09,0.1,14,2,0,29.9,0.0,0.002,0.01,-0.14,13,2,0,29.3,-0.81,-0.809,0.1,-0.12,5,2,0,29.9
810,18398885441388,18398892378939,center_after_0.02,0.22008140400066623,0.0,6.937551,1.9050340015382972,2.3912930009828415,0.06985664367675781,63430,63200,0.001,0.005,0.03,-0.17,6,2,0,29.9,-0.001,0.0,-0.09,-0.18,1,2,0,29.3,-0.805,-0.804,-0.03,-0.17,14,2,0,30.6,-0.815,-0.814,0.05,-0.09,4,2,0,29.3,-0.004,-0.002,0.0,-0.12,12,2,0,29.9,-0.002,-0.001,-0.05,-0.36,15,2,0,29.9,0.002,0.004,-0.02,-0.02,1,2,0,29.9,-0.821,-0.822,0.1,0.06,4,2,0,29.9,0.0,0.002,-0.11,-0.19,3,2,0,29.3,-0.81,-0.809,-0.1,-0.2,10,2,0,29.9
811,18398905444634,18398912554064,center_after_0.02,0.24008615400089184,0.0,7.10943,2.0563359976222273,2.5449630011280533,0.07152557373046875,63431,63201,0.001,0.005,0.13,-0.3,10,2,0,29.9,-0.001,0.0,-0.03,-0.06,6,2,0,29.3,-0.805,-0.804,0.01,-0.03,4,2,0,30.6,-0.815,-0.814,0.01,-0.12,9,2,0,29.3,-0.004,-0.002,0.05,-0.13,2,2,0,29.9,-0.002,0.0,-0.12,0.08,5,2,0,29.9,0.002,0.004,-0.01,0.08,6,2,0,29.9,-0.821,-0.822,-0.15,-0.01,8,2,0,29.9,0.0,0.002,-0.07,-0.06,8,2,0,29.3,-0.81,-0.809,-0.12,0.05,0,2,0,29.9
812,18398925443048,18398932261202,center_after_0.02,0.2600847280009475,0.0,6.818154,2.1593159981421195,2.649415000632871,0.07200241088867188,63432,63202,0.001,0.005,-0.08,-0.3,0,2,0,29.9,-0.001,0.0,-0.19,-0.23,11,2,0,29.3,-0.805,-0.804,-0.03,-0.01,9,2,0,30.6,-0.815,-0.814,0.08,-0.17,14,2,0,29.3,-0.004,-0.002,-0.04,-0.05,7,2,0,29.9,-0.002,0.0,0.02,-0.16,11,2,0,29.9,0.002,0.004,0.02,-0.26,12,2,0,29.9,-0.821,-0.822,0.01,-0.03,14,2,0,29.9,0.0,0.002,0.1,-0.13,14,2,0,29.3,-0.81,-0.809,0.03,-0.1,6,2,0,29.9
813,18398945451158,18398952324227,center_after_0.02,0.2800875899993116,0.0,6.873069,2.090001002216013,2.5848049990599975,0.07295608520507812,63433,63203,0.001,0.005,0.22,0.06,5,2,0,29.9,-0.001,0.0,-0.03,-0.1,1,2,0,29.3,-0.805,-0.804,-0.02,0.0,14,2,0,30.6,-0.815,-0.814,0.06,-0.11,4,2,0,29.3,-0.004,-0.002,0.1,-0.16,12,2,0,29.9,-0.002,0.0,-0.02,0.0,15,2,0,29.9,0.002,0.004,-0.09,0.1,1,2,0,29.9,-0.821,-0.822,0.06,-0.07,3,2,0,29.9,0.0,0.001,0.07,-0.03,3,2,0,29.3,-0.81,-0.809,-0.11,-0.05,10,2,0,29.9
814,18398965441251,18398971827101,center_after_0.02,0.30008408299909206,0.0,6.38585,1.546428000438027,2.0386710020829923,0.07748603820800781,63434,63204,0.001,0.005,-0.09,-0.37,10,2,0,29.9,-0.001,0.0,-0.01,-0.11,6,2,0,29.3,-0.805,-0.804,0.06,-0.18,4,2,0,30.6,-0.815,-0.814,-0.04,-0.03,9,2,0,29.3,-0.004,-0.002,-0.07,0.18,2,2,0,29.9,-0.002,0.0,0.01,0.04,5,2,0,29.9,0.002,0.004,-0.02,0.0,6,2,0,29.9,-0.821,-0.822,0.06,0.14,8,2,0,29.9,0.0,0.001,-0.01,0.0,8,2,0,29.3,-0.81,-0.809,0.02,-0.17,0,2,0,29.9
815,18398985443345,18398991944175,center_after_0.02,0.3200841610014322,0.0,6.50083,1.8742820029729046,2.360668997425819,0.07176399230957031,63435,63205,0.001,0.005,0.0,-0.03,0,2,0,29.9,-0.001,0.0,0.06,0.02,11,2,0,29.3,-0.805,-0.804,-0.03,-0.05,9,2,0,30.6,-0.815,-0.814,-0.11,-0.04,14,2,0,29.3,-0.004,-0.002,0.0,-0.25,7,2,0,29.9,-0.002,0.0,-0.15,-0.27,10,2,0,29.9,0.002,0.004,-0.13,-0.14,11,2,0,29.9,-0.821,-0.822,0.04,0.13,13,2,0,29.9,0.0,0.002,-0.01,-0.22,13,2,0,29.3,-0.81,-0.809,0.01,-0.18,5,2,0,29.9
816,18399005441087,18399011488587,center_after_0.02,0.3400818390000495,0.0,6.0475,1.4543290017172694,1.9437560004007537,0.0705718994140625,63436,63206,0.001,0.005,0.06,-0.25,5,2,0,29.9,-0.001,0.0,0.02,-0.02,1,2,0,29.3,-0.805,-0.804,0.08,-0.07,14,2,0,30.6,-0.815,-0.814,0.03,-0.11,3,2,0,29.3,-0.004,-0.002,-0.16,-0.14,12,2,0,29.9,-0.002,-0.001,-0.02,-0.11,15,2,0,29.9,0.002,0.004,-0.11,-0.24,1,2,0,29.9,-0.821,-0.822,-0.1,-0.07,3,2,0,29.9,0.0,0.002,0.03,-0.16,3,2,0,29.3,-0.81,-0.809,0.15,-0.2,10,2,0,29.9
817,18399025444173,18399031917194,center_after_0.02,0.36008524499993655,0.0,6.473021,1.8836580020433757,2.3719970013189595,0.07033348083496094,63437,63207,0.001,0.005,-0.01,-0.4,10,2,0,29.9,-0.001,0.001,0.07,-0.01,6,2,0,29.3,-0.805,-0.804,0.01,-0.02,4,2,0,30.6,-0.815,-0.814,0.08,0.01,8,2,0,29.3,-0.004,-0.002,0.09,-0.22,2,2,0,29.9,-0.002,-0.001,-0.02,-0.26,5,2,0,29.9,0.002,0.004,0.04,-0.17,6,2,0,29.9,-0.821,-0.822,-0.07,0.05,8,2,0,29.9,0.0,0.001,-0.02,-0.12,8,2,0,29.3,-0.81,-0.809,0.05,-0.29,15,2,0,29.9
818,18399045440827,18399051702063,center_after_0.02,0.3800829230021918,0.0,6.261236,1.6270709966192953,2.1143869998923037,0.07128715515136719,63438,63208,0.001,0.005,-0.07,-0.36,0,2,0,29.9,-0.001,0.0,0.01,-0.22,11,2,0,29.3,-0.805,-0.804,0.13,-0.32,9,2,0,30.6,-0.815,-0.814,0.12,-0.06,13,2,0,29.3,-0.004,-0.002,-0.04,-0.27,7,2,0,29.9,-0.002,-0.001,-0.02,-0.31,10,2,0,29.9,0.002,0.004,0.01,-0.19,11,2,0,29.9,-0.821,-0.822,0.08,-0.13,13,2,0,29.9,0.0,0.001,-0.05,0.04,13,2,0,29.3,-0.81,-0.809,0.12,-0.1,5,2,0,29.9
819,18399065441929,18399072395192,center_after_0.02,0.40008338400002685,0.0,6.953263,2.161844000511337,2.6487430004635826,0.07200241088867188,63439,63209,0.001,0.005,-0.09,-0.23,5,2,0,29.9,-0.001,0.0,0.05,-0.2,1,2,0,29.3,-0.805,-0.804,-0.04,0.06,14,2,0,30.6,-0.815,-0.814,0.06,-0.13,3,2,0,29.3,-0.004,-0.002,-0.01,-0.31,12,2,0,29.9,-0.002,-0.001,-0.07,0.01,15,2,0,29.9,0.002,0.004,0.07,-0.24,1,2,0,29.9,-0.821,-0.822,-0.11,0.11,3,2,0,29.9,0.0,0.001,0.02,-0.08,3,2,0,29.3,-0.81,-0.809,-0.08,-0.15,10,2,0,29.9
820,18399085445078,18399091664778,center_after_0.02,0.42008560600152123,0.0,6.2197,1.441080999939004,1.9739330018637702,0.08678436279296875,63440,63210,0.001,0.005,-0.01,-0.28,10,2,0,29.9,-0.001,0.0,0.01,-0.22,6,2,0,29.3,-0.805,-0.804,-0.05,-0.41,4,2,0,30.6,-0.815,-0.814,-0.13,-0.04,8,2,0,29.3,-0.004,-0.002,0.15,-0.03,2,2,0,29.9,-0.002,0.0,0.13,-0.17,4,2,0,29.9,0.002,0.004,-0.05,-0.4,6,2,0,29.9,-0.821,-0.822,0.0,0.09,8,2,0,29.9,0.0,0.001,-0.09,-0.18,8,2,0,29.3,-0.81,-0.809,-0.09,0.02,0,2,0,29.9
821,18399105441220,18399112026630,center_after_0.02,0.4400822919997154,0.0,6.58541,1.429143998393556,1.9323950000398327,0.07367134094238281,63441,63211,0.001,0.005,-0.06,-0.23,0,2,0,29.9,-0.001,0.0,-0.05,-0.14,11,2,0,29.3,-0.805,-0.804,0.02,0.07,9,2,0,30.6,-0.815,-0.814,0.03,-0.1,13,2,0,29.3,-0.004,-0.002,-0.12,-0.02,7,2,0,29.9,-0.002,0.0,0.04,-0.13,9,2,0,29.9,0.002,0.004,-0.07,-0.04,11,2,0,29.9,-0.821,-0.822,-0.01,0.13,13,2,0,29.9,0.0,0.001,-0.14,-0.16,13,2,0,29.3,-0.81,-0.809,-0.14,-0.06,5,2,0,29.9
822,18399125441234,18399133196705,center_after_0.02,0.46008345800146344,0.0,7.755471,2.2591289998672437,2.7460590026748832,0.07176399230957031,63442,63212,0.001,0.005,-0.08,-0.36,5,2,0,29.9,-0.001,0.0,0.06,-0.25,1,2,0,29.3,-0.805,-0.804,0.06,-0.16,14,2,0,30.6,-0.815,-0.814,-0.02,-0.1,3,2,0,29.3,-0.004,-0.002,0.03,-0.27,12,2,0,29.9,-0.002,0.0,0.14,0.02,14,2,0,29.9,0.002,0.004,-0.17,-0.08,1,2,0,29.9,-0.821,-0.822,-0.01,0.01,3,2,0,29.9,0.0,0.001,-0.04,-0.2,3,2,0,29.3,-0.81,-0.809,0.04,-0.04,10,2,0,29.9
823,18399145447200,18399152041666,center_after_0.02,0.48008804799974314,0.0,6.594466,1.8538650001573842,2.3534360007033683,0.07152557373046875,63443,63213,0.001,0.005,0.13,-0.22,10,2,0,29.9,-0.001,0.0,0.05,-0.14,6,2,0,29.3,-0.805,-0.804,-0.13,-0.08,4,2,0,30.6,-0.815,-0.814,0.0,-0.25,8,2,0,29.3,-0.004,-0.002,-0.04,0.02,2,2,0,29.9,-0.002,0.0,0.13,0.01,5,2,0,29.9,0.002,0.004,0.08,-0.26,7,2,0,29.9,-0.821,-0.822,0.17,0.05,9,2,0,29.9,0.0,0.001,0.04,-0.01,9,2,0,29.3,-0.81,-0.809,0.14,-0.04,1,2,0,29.9
824,18399165443726,18399172233463,center_after_0.02,0.5000828459997138,0.0,6.789737,1.9296440004836768,2.420446999167325,0.07033348083496094,63444,63214,0.001,0.005,-0.16,-0.07,0,2,0,29.9,-0.001,0.0,-0.09,-0.21,11,2,0,29.3,-0.805,-0.804,-0.01,-0.19,9,2,0,30.6,-0.815,-0.814,0.05,-0.19,13,2,0,29.3,-0.004,-0.002,0.07,-0.32,7,2,0,29.9,-0.002,-0.001,-0.13,-0.14,9,2,0,29.9,0.002,0.004,-0.09,0.05,11,2,0,29.9,-0.821,-0.822,-0.15,-0.12,13,2,0,29.9,0.0,0.001,0.01,-0.05,13,2,0,29.3,-0.81,-0.809,-0.04,-0.08,5,2,0,29.9
825,18399185461180,18399191969403,center_after_0.02,0.520096492000448,0.0,6.508223,1.4204719991539605,1.9362029997864738,0.072479248046875,63445,63215,0.001,0.005,0.03,-0.27,5,2,0,29.9,-0.001,0.0,-0.01,-0.2,1,2,0,29.3,-0.805,-0.804,0.03,-0.02,13,2,0,30.6,-0.815,-0.814,0.04,-0.02,3,2,0,29.3,-0.004,-0.002,0.06,-0.08,12,2,0,29.9,-0.002,-0.001,0.01,-0.05,14,2,0,29.9,0.002,0.004,0.1,-0.04,1,2,0,29.9,-0.821,-0.822,0.09,0.02,3,2,0,29.9,0.0,0.001,-0.01,-0.08,3,2,0,29.3,-0.81,-0.809,-0.05,-0.05,10,2,0,29.9
826,18399205441225,18399212683652,center_after_0.02,0.5400827769990428,0.0,7.242427,2.019662999373395,2.5090260023716837,0.07081031799316406,63446,63216,0.001,0.005,-0.16,-0.41,10,2,0,29.9,-0.001,0.0,-0.07,-0.06,6,2,0,29.3,-0.805,-0.804,-0.11,-0.04,3,2,0,30.6,-0.815,-0.814,0.02,-0.03,8,2,0,29.3,-0.004,-0.002,0.09,0.13,2,2,0,29.9,-0.002,0.0,-0.01,-0.04,4,2,0,29.9,0.002,0.003,-0.03,-0.23,6,2,0,29.9,-0.821,-0.822,0.22,-0.1,8,2,0,29.9,0.0,0.001,-0.21,0.02,8,2,0,29.3,-0.81,-0.809,-0.01,0.07,15,2,0,29.9
827,18399225442071,18399232779318,center_after_0.02,0.5600837189995218,0.0,7.337247,2.2123109993117396,2.6991129998350516,0.07152557373046875,63447,63217,0.001,0.005,-0.04,-0.19,0,2,0,29.9,-0.001,0.0,-0.06,-0.2,11,2,0,29.3,-0.805,-0.805,0.02,0.11,8,2,0,30.6,-0.815,-0.814,-0.08,-0.01,13,2,0,29.3,-0.004,-0.003,0.07,-0.12,7,2,0,29.9,-0.002,-0.001,-0.04,-0.33,10,2,0,29.9,0.002,0.003,-0.12,-0.12,12,2,0,29.9,-0.821,-0.821,0.05,0.18,14,2,0,29.9,0.0,0.001,0.06,-0.14,14,2,0,29.3,-0.81,-0.809,-0.02,0.03,6,2,0,29.9
828,18399245442917,18399252155531,center_after_0.02,0.5800857809990703,0.0,6.712614,2.0552480018523056,2.5432029979128856,0.06890296936035156,63448,63218,0.001,0.005,0.1,-0.29,5,2,0,29.9,-0.001,0.0,0.04,-0.1,1,2,0,29.3,-0.805,-0.804,0.16,-0.24,13,2,0,30.6,-0.815,-0.814,0.01,0.12,3,2,0,29.3,-0.004,-0.003,-0.02,-0.23,12,2,0,29.9,-0.002,0.0,0.01,-0.21,0,2,0,29.9,0.002,0.003,0.07,-0.17,2,2,0,29.9,-0.821,-0.822,0.04,0.16,4,2,0,29.9,0.0,0.001,-0.02,-0.13,3,2,0,29.3,-0.81,-0.809,-0.02,-0.17,11,2,0,29.9
829,18399265439731,18399272216476,center_after_0.02,0.6000805149997177,0.0,6.776745,2.098098000715254,2.586917002190603,0.07104873657226562,63449,63219,0.001,0.005,-0.04,-0.32,10,2,0,29.9,-0.001,0.0,0.05,-0.04,6,2,0,29.3,-0.805,-0.805,-0.12,-0.04,3,2,0,30.6,-0.815,-0.814,-0.02,-0.04,8,2,0,29.3,-0.004,-0.002,0.09,-0.01,2,2,0,29.9,-0.002,0.0,-0.15,-0.02,4,2,0,29.9,0.002,0.003,-0.11,0.02,6,2,0,29.9,-0.821,-0.822,0.02,-0.03,8,2,0,29.9,0.0,0.001,0.14,-0.1,7,2,0,29.3,-0.81,-0.809,-0.01,-0.01,15,2,0,29.9
830,18399285445601,18399292345519,center_after_0.02,0.6200846249994356,0.0,6.899918,2.0984179973311257,2.587333001429215,0.07009506225585938,63450,63220,0.001,0.005,-0.04,-0.3,0,2,0,29.9,-0.001,0.0,0.02,-0.16,11,2,0,29.3,-0.805,-0.805,-0.02,-0.09,8,2,0,30.6,-0.815,-0.814,-0.04,-0.17,13,2,0,29.3,-0.004,-0.003,-0.09,-0.15,7,2,0,29.9,-0.002,-0.001,-0.05,0.03,9,2,0,29.9,0.002,0.003,0.04,0.05,11,2,0,29.9,-0.821,-0.822,-0.02,-0.07,13,2,0,29.9,0.0,0.001,-0.11,-0.06,12,2,0,29.3,-0.81,-0.809,0.02,0.09,5,2,0,29.9
831,18399305442223,18399312064049,center_after_0.02,0.6400849909987301,0.0,6.621826,1.9669569992402103,2.455104000546271,0.07081031799316406,63451,63221,0.001,0.005,0.21,-0.38,5,2,0,29.9,-0.001,0.0,0.01,-0.07,1,2,0,29.3,-0.805,-0.804,0.12,-0.14,13,2,0,30.6,-0.815,-0.814,-0.01,-0.15,3,2,0,29.3,-0.004,-0.003,0.08,-0.11,12,2,0,29.9,-0.002,-0.001,-0.06,-0.26,14,2,0,29.9,0.002,0.004,-0.02,-0.14,1,2,0,29.9,-0.821,-0.822,-0.09,0.01,3,2,0,29.9,0.0,0.001,0.14,-0.07,2,2,0,29.3,-0.81,-0.809,0.13,-0.05,10,2,0,29.9
832,18399325440604,18399332099489,center_after_0.02,0.660082988000795,0.0,6.658885,2.0155990023340564,2.5031700024555903,0.07152557373046875,63452,63222,0.001,0.005,-0.07,-0.05,10,2,0,29.9,-0.001,0.0,0.06,-0.02,6,2,0,29.3,-0.805,-0.805,0.11,-0.17,3,2,0,30.6,-0.815,-0.814,-0.07,-0.1,8,2,0,29.3,-0.004,-0.002,0.02,-0.34,2,2,0,29.9,-0.002,-0.001,0.02,-0.11,4,2,0,29.9,0.002,0.004,0.1,-0.14,6,2,0,29.9,-0.821,-0.822,-0.09,-0.1,8,2,0,29.9,0.0,0.001,-0.11,-0.15,7,2,0,29.3,-0.81,-0.809,-0.02,-0.1,15,2,0,29.9
833,18399345441034,18399352148688,center_after_0.02,0.6800834179994126,0.0,6.707654,2.0856500013906043,2.571973000158323,0.07152557373046875,63453,63223,0.001,0.005,0.09,-0.42,15,2,0,29.9,-0.001,0.0,-0.07,-0.22,11,2,0,29.3,-0.805,-0.805,-0.06,0.09,8,2,0,30.6,-0.815,-0.814,0.07,-0.33,13,2,0,29.3,-0.004,-0.002,0.06,-0.42,7,2,0,29.9,-0.002,-0.001,0.11,-0.18,9,2,0,29.9,0.002,0.003,-0.01,-0.04,11,2,0,29.9,-0.821,-0.822,-0.03,-0.03,13,2,0,29.9,0.0,0.001,0.02,-0.11,12,2,0,29.3,-0.81,-0.809,-0.08,-0.41,5,2,0,29.9
834,18399365442776,18399372233666,center_after_0.02,0.7000844239992148,0.0,6.79089,2.167156999348663,2.6548880014161114,0.07128715515136719,63454,63224,0.001,0.005,-0.01,-0.5,5,2,0,29.9,-0.001,0.0,-0.18,0.06,0,2,0,29.3,-0.805,-0.805,-0.1,0.06,13,2,0,30.6,-0.815,-0.814,0.12,-0.23,3,2,0,29.3,-0.004,-0.002,0.1,-0.19,12,2,0,29.9,-0.002,0.0,-0.02,0.07,14,2,0,29.9,0.002,0.003,0.02,-0.28,1,2,0,29.9,-0.821,-0.822,-0.04,-0.12,3,2,0,29.9,0.0,0.001,-0.05,-0.15,2,2,0,29.3,-0.81,-0.809,0.02,0.04,9,2,0,29.9
835,18399385447654,18399392126411,center_after_0.02,0.720087894002063,0.0,6.678757,2.047504000074696,2.5340190004499163,0.07152557373046875,63455,63225,0.001,0.005,0.18,-0.1,10,2,0,29.9,-0.001,0.0,0.05,-0.22,5,2,0,29.3,-0.805,-0.804,0.04,0.06,3,2,0,30.6,-0.815,-0.814,0.03,-0.13,8,2,0,29.3,-0.004,-0.003,-0.13,-0.15,2,2,0,29.9,-0.002,-0.001,0.0,-0.21,4,2,0,29.9,0.002,0.004,-0.02,-0.15,6,2,0,29.9,-0.821,-0.822,0.08,-0.04,8,2,0,29.9,0.0,0.001,-0.05,-0.14,7,2,0,29.3,-0.81,-0.809,-0.04,-0.11,14,2,0,29.9
836,18399405441588,18399412098744,center_after_0.02,0.7400833960018645,0.0,6.657156,2.015695001318818,2.5013779995788354,0.07081031799316406,63456,63226,0.001,0.005,0.02,-0.33,15,2,0,29.9,-0.001,0.0,0.0,-0.17,10,2,0,29.3,-0.805,-0.804,-0.06,0.12,8,2,0,30.6,-0.815,-0.814,-0.06,-0.01,13,2,0,29.3,-0.004,-0.002,-0.06,0.05,7,2,0,29.9,-0.002,-0.001,0.02,-0.17,9,2,0,29.9,0.002,0.004,-0.04,-0.28,10,2,0,29.9,-0.821,-0.822,0.03,-0.03,13,2,0,29.9,0.0,0.001,-0.09,-0.12,12,2,0,29.3,-0.81,-0.809,-0.02,-0.04,4,2,0,29.9
837,18399425456578,18399432151848,triangle_0.05,2.272001438541338e-06,0.05,6.69527,1.9946700012951624,2.4823370004014578,0.07176399230957031,63457,63227,0.001000113600071927,0.005,0.16,-0.25,5,2,0,29.9,-0.000999886399928073,0.0,0.03,-0.18,0,2,0,29.3,-0.8049998863999281,-0.804,0.03,-0.06,13,2,0,30.6,-0.814999886399928,-0.814,0.05,-0.31,3,2,0,29.3,-0.003999886399928073,-0.003,0.03,-0.14,12,2,0,29.9,-0.001999886399928073,0.0,-0.01,0.14,14,2,0,29.9,0.002000113600071927,0.003,-0.07,-0.18,0,2,0,29.9,-0.820999886399928,-0.822,-0.07,-0.03,3,2,0,29.9,1.136000719270669e-07,0.001,0.05,-0.14,2,2,0,29.3,-0.8099998863999281,-0.809,0.05,-0.29,9,2,0,29.9
838,18399445536179,18399452296507,triangle_0.05,0.02008299299995997,0.05,6.760328,2.0932980005454738,2.585573001852026,0.06985664367675781,63458,63228,0.0020041496499979983,0.005,0.03,-0.23,10,2,0,29.9,4.149649997998517e-06,0.0,-0.01,-0.06,5,2,0,29.3,-0.8039958503500021,-0.805,0.0,-0.18,3,2,0,30.6,-0.813995850350002,-0.814,-0.01,0.01,8,2,0,29.3,-0.0029958503500020018,-0.002,0.03,0.1,2,2,0,29.9,-0.0009958503500020015,-0.001,-0.01,-0.25,4,2,0,29.9,0.0030041496499979984,0.003,-0.07,-0.15,5,2,0,29.9,-0.819995850350002,-0.822,0.0,-0.01,8,2,0,29.9,0.0010041496499979985,0.001,0.0,-0.2,7,2,0,29.3,-0.8089958503500021,-0.809,-0.17,-0.05,14,2,0,29.9
839,18399465549313,18399472406766,triangle_0.05,0.04008911900018575,0.05,6.857453,2.1865489979973063,2.6752410012704786,0.06985664367675781,63459,63229,0.003004455950009287,0.005,-0.09,-0.25,15,2,0,29.9,0.001004455950009287,0.0,-0.04,-0.24,10,2,0,29.3,-0.8029955440499907,-0.805,-0.02,-0.09,8,2,0,30.6,-0.8129955440499906,-0.814,0.17,0.11,13,2,0,29.3,-0.001995544049990713,-0.002,0.06,0.11,7,2,0,29.9,4.455950009286946e-06,-0.001,-0.04,-0.11,9,2,0,29.9,0.004004455950009287,0.003,0.06,-0.24,10,2,0,29.9,-0.8189955440499906,-0.822,0.03,0.3,13,2,0,29.9,0.002004455950009287,0.001,-0.05,-0.11,12,2,0,29.3,-0.8079955440499907,-0.809,-0.02,-0.12,4,2,0,29.9
